POS,phastCons100way,phyloP100way
12234,0.0,-1.022
12235,0.0,0.152
12236,0.0,-0.453
12237,0.0,-4.187
12238,0.0,-6.151
12239,0.0,-9.031
12240,0.032,2.94
12241,0.009,0.514
12242,0.0,-0.332
12243,0.0,-0.401
12244,0.0,-0.253
12245,0.0,-4.484
12246,0.0,-4.644
12247,0.813,1.926
12248,0.827,2.947
12249,0.641,1.641
12250,0.0,-4.772
12251,0.0,0.213
12252,0.0,-4.113
12253,0.0,-0.467
12254,0.0,-0.806
12255,0.0,-0.26
12256,0.996,2.607
12257,1.0,2.535
12258,0.985,1.09
12259,0.974,1.929
12260,0.436,0.706
12261,0.288,-0.172
12262,0.638,1.776
12263,0.676,2.95
12264,0.004,-0.04
12265,0.007,1.244
12266,0.965,1.884
12267,1.0,3.663
12268,1.0,4.613
12269,1.0,3.718
12270,1.0,3.365
12271,1.0,3.081
12272,1.0,3.854
12273,0.991,0.429
12274,1.0,6.912
12275,1.0,7.416
12276,1.0,7.409
12277,1.0,5.738
12278,1.0,2.934
12279,1.0,5.745
12280,0.003,0.219
12281,0.0,-10.414
12282,1.0,6.91
12283,1.0,6.202
12284,0.0,-1.058
12285,0.0,-0.521
12286,0.99,3.001
12287,1.0,5.784
12288,1.0,5.664
12289,1.0,5.556
12290,0.0,-2.164
12291,0.072,0.344
12292,1.0,7.493
12293,1.0,7.5
12294,1.0,5.305
12295,1.0,1.539
12296,1.0,1.915
12297,1.0,4.676
12298,1.0,5.762
12299,1.0,8.698
12300,1.0,9.325
12301,1.0,4.465
12302,0.998,3.789
12303,0.029,-0.241
12304,0.855,1.128
12305,0.996,2.987
12306,1.0,8.698
12307,0.992,0.928
12308,0.99,0.785
12309,1.0,4.602
12310,1.0,2.54
12311,0.993,0.115
12312,0.996,1.134
12313,1.0,3.802
12314,1.0,5.685
12315,1.0,7.341
12316,1.0,9.254
12317,1.0,4.635
12318,1.0,6.135
12319,1.0,7.334
12320,1.0,6.822
12321,1.0,8.463
12322,0.055,-0.757
12323,1.0,5.64
12324,1.0,5.69
12325,1.0,7.41
12326,1.0,6.928
12327,1.0,5.773
12328,1.0,4.952
12329,1.0,3.06
12330,1.0,2.736
12331,1.0,5.383
12332,1.0,2.624
12333,1.0,6.934
12334,1.0,6.298
12335,1.0,1.591
12336,0.996,0.914
12337,1.0,3.098
12338,0.992,2.293
12339,0.014,0.006
12340,0.001,0.323
12341,0.0,0.813
12342,0.0,-5.077
12343,0.0,-8.98
12344,0.0,-1.063
12345,0.0,-2.294
12346,0.0,-3.179
12347,0.0,0.272
12348,0.0,-7.802
12349,0.0,-6.317
12350,0.0,-0.111
12351,0.0,-10.064
12352,0.0,-0.574
12353,0.0,1.092
12354,0.0,-12.407
12355,0.0,-7.696
12356,0.0,-1.896
12357,0.0,-13.665
12358,0.0,-1.959
12359,0.0,-0.208
12360,0.0,-5.541
12361,0.0,-8.86
12362,0.001,1.096
12363,0.0,-3.752
12364,0.0,-12.287
12365,0.0,0.033
12366,0.0,-11.234
12367,0.0,-0.689
12368,0.0,0.959
12369,0.0,-5.604
12370,0.0,-4.68
12371,0.989,5.712
12372,0.0,-5.066
12373,0.0,-7.952
12374,0.0,-0.806
12375,0.0,-8.306
12376,0.0,-0.498
12377,0.0,-0.084
12378,0.0,-6.828
12379,0.0,-0.678
12380,0.869,5.746
12381,0.0,-6.318
12382,0.0,-1.755
12383,0.0,-6.242
12384,0.0,-14.191
12385,0.0,-7.635
12386,0.0,-2.475
12387,0.0,-13.27
12388,0.961,2.966
12389,0.97,4.559
12390,0.0,-14.292
12391,0.0,-0.018
12392,0.25,3.1
12393,0.0,-8.457
12394,0.0,-6.887
12395,0.005,1.606
12396,0.0,-20.0
12397,0.0,-7.131
12398,0.0,-1.954
12399,0.0,-2.699
12400,0.0,-3.94
12401,0.002,1.826
12402,0.0,-10.393
12403,0.0,-5.782
12404,0.0,-1.303
12405,0.0,-12.196
12406,0.0,-1.373
12407,0.0,-0.269
12408,0.0,-11.453
12409,0.0,-2.493
12410,0.0,-0.332
12411,0.0,-3.547
12412,0.0,-3.207
12413,0.0,-2.623
12414,0.0,-13.632
12415,0.0,-4.677
12416,0.0,-0.71
12417,0.0,-7.211
12418,0.001,1.245
12419,0.0,0.707
12420,0.0,-3.815
12421,0.0,-1.302
12422,0.0,-4.55
12423,0.0,-11.253
12424,0.0,-2.878
12425,0.0,-6.336
12426,0.0,-14.523
12427,0.0,-4.168
12428,0.0,-3.629
12429,0.0,-2.731
12430,0.002,1.156
12431,0.0,-0.943
12432,0.0,-5.919
12433,0.0,-0.592
12434,0.0,0.266
12435,0.0,-5.737
12436,0.0,-8.798
12437,0.0,-5.518
12438,0.0,-10.354
12439,0.0,-1.168
12440,0.0,0.755
12441,0.0,-9.239
12442,0.0,0.246
12443,0.0,-0.087
12444,0.0,-4.708
12445,0.434,5.105
12446,0.105,0.843
12447,0.0,-0.396
12448,0.0,-0.424
12449,0.0,-0.268
12450,0.0,-12.893
12451,0.0,-2.468
12452,0.0,-0.507
12453,0.0,-9.631
12454,0.0,-0.998
12455,0.004,1.567
12456,0.0,-7.99
12457,0.0,0.095
12458,0.0,0.287
12459,0.0,-0.94
12460,0.0,-2.364
12461,0.0,-4.258
12462,0.0,-11.025
12463,0.0,-0.125
12464,0.084,3.75
12465,0.0,-9.662
12466,1.0,4.543
12467,1.0,5.78
12468,0.0,-3.01
12469,0.0,-0.33
12470,0.0,0.43
12471,0.0,-14.068
12472,0.0,0.212
12473,0.0,-1.357
12474,0.0,-11.584
12475,1.0,5.513
12476,1.0,5.236
12477,0.014,0.166
12478,0.008,-0.108
12479,0.687,4.708
12480,0.0,-3.659
12481,0.0,-3.786
12482,0.003,0.899
12483,0.0,-10.652
12484,0.963,3.04
12485,0.97,4.485
12486,0.0,-8.92
12487,0.0,-0.262
12488,0.0,0.05
12489,0.0,-6.269
12490,0.0,-2.0
12491,0.0,-1.156
12492,0.0,-3.242
12493,0.0,-2.969
12494,0.0,0.88
12495,0.0,-3.314
12496,0.149,2.382
12497,0.117,1.026
12498,0.0,-5.054
12499,0.001,0.337
12500,0.048,2.496
12501,0.0,-12.705
12502,0.0,-6.699
12503,0.0,-0.225
12504,0.0,-2.296
12505,0.0,-3.566
12506,0.0,-0.207
12507,0.0,-6.21
12508,0.0,0.03
12509,0.0,-0.447
12510,0.0,-8.346
12511,0.0,-1.167
12512,0.0,-0.365
12513,0.0,-0.506
12514,1.0,6.018
12515,1.0,6.692
12516,0.0,-0.158
12517,0.0,-6.072
12518,0.0,-0.509
12519,0.0,-6.965
12520,0.0,-1.921
12521,0.0,0.322
12522,0.0,-6.683
12523,0.0,-0.282
12524,0.002,1.35
12525,0.0,-7.906
12526,0.0,0.053
12527,0.003,1.036
12528,0.0,-9.38
12529,0.001,1.661
12530,0.0,0.145
12531,0.002,0.087
12532,1.0,4.408
12533,1.0,3.194
12534,0.053,0.607
12535,0.0,0.041
12536,0.0,0.367
12537,0.0,-4.573
12538,0.998,2.848
12539,1.0,5.779
12540,0.958,2.31
12541,0.0,-0.645
12542,0.001,1.033
12543,0.0,-0.239
12544,0.0,0.291
12545,0.0,0.018
12546,0.0,-9.047
12547,0.022,3.035
12548,0.0,0.081
12549,0.0,-5.957
12550,0.0,-1.111
12551,0.0,-0.378
12552,0.0,-3.878
12553,0.0,0.095
12554,0.025,1.609
12555,0.0,-11.607
12556,0.0,-1.536
12557,0.319,3.698
12558,0.0,-5.361
12559,0.0,-0.027
12560,0.006,2.463
12561,0.0,-2.454
12562,0.0,-1.831
12563,0.851,5.661
12564,0.0,-7.829
12565,0.0,-1.655
12566,0.0,-0.048
12567,0.0,-15.109
12568,0.0,-2.509
12569,0.664,4.661
12570,0.0,-11.329
12571,0.045,3.179
12572,0.016,0.627
12573,0.0,-1.07
12574,0.718,1.021
12575,0.989,7.515
12576,0.0,-4.817
12577,1.0,6.891
12578,0.998,3.926
12579,0.279,1.081
12580,0.007,-0.717
12581,0.405,3.828
12582,0.031,-0.682
12583,1.0,9.354
12584,1.0,6.793
12585,0.0,-3.002
12586,0.0,-0.309
12587,0.0,-1.398
12588,0.0,-5.234
12589,1.0,4.687
12590,0.998,3.319
12591,0.485,-0.292
12592,0.987,2.861
12593,0.985,3.704
12594,0.0,-5.967
12595,0.0,-1.201
12596,0.137,3.064
12597,0.0,-7.789
12598,0.0,0.405
12599,0.001,1.22
12600,0.0,-2.511
12601,1.0,7.515
12602,1.0,7.515
12603,0.0,-3.182
12604,0.0,-1.46
12605,0.0,0.833
12606,0.0,-5.027
12607,0.062,0.815
12608,0.287,4.6
12609,0.0,-20.0
12610,0.003,0.19
12611,0.385,3.836
12612,0.0,-3.201
12613,1.0,6.234
12614,0.99,3.732
12615,0.0,-7.137
12616,0.004,0.119
12617,0.962,7.515
12618,0.0,-1.881
12619,0.056,2.421
12620,0.017,0.605
12621,0.0,-4.241
12622,0.378,1.13
12623,0.465,3.069
12624,0.0,-10.437
12625,0.995,3.71
12626,0.993,3.725
12627,0.0,-6.266
12628,1.0,4.649
12629,1.0,7.51
12630,0.586,-0.034
12631,0.989,2.352
12632,0.991,4.526
12633,0.0,-10.795
12634,1.0,6.939
12635,1.0,4.683
12636,0.0,-6.165
12637,0.0,-0.207
12638,1.0,4.695
12639,1.0,2.202
12640,1.0,1.931
12641,1.0,6.923
12642,0.994,0.585
12643,1.0,5.783
12644,1.0,3.827
12645,0.001,-1.733
12646,0.923,1.534
12647,0.957,5.514
12648,0.0,-7.6
12649,0.0,-1.587
12650,0.0,0.16
12651,0.0,-0.783
12652,1.0,7.515
12653,1.0,5.284
12654,0.999,0.997
12655,1.0,4.681
12656,1.0,8.722
12657,0.0,-2.259
12658,1.0,6.921
12659,0.999,3.113
12660,0.0,-0.54
12661,0.0,-0.829
12662,0.0,0.248
12663,0.0,-1.852
12664,0.0,-0.348
12665,0.006,1.579
12666,0.0,-1.913
12667,1.0,6.103
12668,1.0,8.646
12669,0.001,-1.008
12670,0.068,2.895
12671,0.049,1.41
12672,0.0,-12.088
12673,0.0,-9.11
12674,0.001,1.497
12675,0.0,-4.443
12676,0.989,3.281
12677,0.995,3.003
12678,0.0,-10.059
12679,0.001,1.06
12680,0.002,1.796
12681,0.0,-3.674
12682,0.0,1.011
12683,0.0,-0.227
12684,0.0,-0.787
12685,1.0,5.72
12686,1.0,4.626
12687,0.0,-2.368
12688,0.983,2.422
12689,0.988,3.717
12690,0.0,-3.918
12691,0.982,4.669
12692,0.976,3.106
12693,0.126,-0.385
12694,0.999,3.831
12695,0.999,4.748
12696,0.0,-5.288
12697,0.0,-0.986
12698,0.684,4.705
12699,0.0,-10.204
12700,0.0,-0.132
12701,0.153,3.12
12702,0.0,-12.456
12703,0.0,-2.753
12704,0.0,-0.05
12705,0.0,-4.79
12706,1.0,5.789
12707,1.0,5.806
12708,0.0,-1.121
12709,0.0,-0.224
12710,0.962,7.515
12711,0.0,-9.172
12712,0.003,0.41
12713,0.161,3.136
12714,0.0,-7.862
12715,0.98,2.454
12716,0.99,5.699
12717,0.0,-20.0
12718,1.0,5.731
12719,1.0,5.806
12720,0.052,0.786
12721,0.0,-1.625
12722,0.682,4.702
12723,0.0,-1.363
12724,0.088,3.316
12725,0.052,0.878
12726,0.0,-9.311
12727,0.0,-2.083
12728,0.88,5.799
12729,0.0,-2.028
12730,0.818,1.735
12731,0.842,3.113
12732,0.0,-9.85
12733,0.066,1.453
12734,0.094,3.047
12735,0.0,-11.999
12736,1.0,5.307
12737,1.0,4.608
12738,0.0,-8.305
12739,1.0,8.725
12740,1.0,8.725
12741,0.001,-1.464
12742,1.0,6.935
12743,1.0,6.953
12744,0.0,-3.18
12745,0.0,-4.046
12746,0.88,5.802
12747,0.0,-4.574
12748,0.946,1.582
12749,0.992,5.693
12750,0.0,-4.651
12751,0.96,2.467
12752,0.984,5.603
12753,0.0,-0.84
12754,0.019,0.338
12755,0.958,7.449
12756,0.0,-6.415
12757,1.0,4.648
12758,1.0,7.515
12759,0.0,-6.838
12760,0.998,3.985
12761,1.0,5.791
12762,0.0,-5.952
12763,1.0,6.308
12764,1.0,7.525
12765,0.0,-10.646
12766,1.0,7.515
12767,1.0,9.354
12768,0.903,0.134
12769,1.0,9.325
12770,1.0,8.698
12771,0.0,-1.654
12772,1.0,6.293
12773,1.0,7.398
12774,0.0,-8.074
12775,1.0,6.325
12776,1.0,5.789
12777,0.0,-13.15
12778,1.0,5.305
12779,1.0,6.303
12780,0.0,-2.801
12781,1.0,6.932
12782,1.0,7.515
12783,0.0,-4.316
12784,1.0,5.728
12785,1.0,4.694
12786,0.519,-0.055
12787,1.0,5.799
12788,1.0,5.7
12789,0.0,-12.973
12790,1.0,7.515
12791,1.0,5.798
12792,0.0,-3.019
12793,0.0,-1.408
12794,0.664,4.658
12795,0.0,-7.812
12796,0.0,-1.021
12797,0.679,4.693
12798,0.0,-8.34
12799,1.0,8.725
12800,1.0,3.813
12801,0.0,-4.756
12802,0.665,0.945
12803,0.978,5.176
12804,0.0,-5.269
12805,1.0,4.684
12806,1.0,9.354
12807,1.0,2.783
12808,1.0,7.515
12809,1.0,7.535
12810,0.0,-0.373
12811,0.0,-1.369
12812,0.0,0.327
12813,0.0,-10.056
12814,0.292,2.407
12815,0.24,1.088
12816,0.0,-6.601
12817,0.9,1.884
12818,1.0,7.448
12819,0.0,-1.486
12820,0.0,-3.054
12821,0.625,3.668
12822,0.597,0.167
12823,1.0,4.459
12824,1.0,8.646
12825,0.0,-5.143
12826,1.0,5.205
12827,1.0,7.345
12828,0.0,-11.645
12829,1.0,5.615
12830,1.0,5.658
12831,0.0,-1.754
12832,1.0,5.512
12833,0.999,4.516
12834,0.0,-6.929
12835,1.0,4.167
12836,1.0,7.345
12837,0.0,-6.875
12838,1.0,6.091
12839,1.0,5.643
12840,0.0,-1.454
12841,0.004,0.143
12842,0.957,7.449
12843,0.0,-8.158
12844,1.0,5.636
12845,1.0,6.851
12846,0.235,-0.175
12847,1.0,7.439
12848,1.0,7.313
12849,0.0,-5.878
12850,0.204,0.569
12851,0.966,7.449
12852,0.0,-6.847
12853,0.0,-1.945
12854,0.356,3.777
12855,0.0,-6.58
12856,1.0,5.81
12857,1.0,6.877
12858,0.0,-5.684
12859,1.0,6.937
12860,1.0,8.725
12861,0.007,-0.985
12862,0.996,3.531
12863,1.0,5.343
12864,0.0,-4.662
12865,0.013,0.229
12866,0.879,5.794
12867,0.0,-7.77
12868,1.0,6.285
12869,1.0,5.272
12870,0.0,-9.739
12871,1.0,9.324
12872,1.0,8.697
12873,0.0,-2.43
12874,0.555,1.402
12875,0.945,5.776
12876,0.0,-4.666
12877,1.0,9.354
12878,1.0,4.486
12879,0.0,-9.305
12880,0.004,0.003
12881,0.962,7.515
12882,0.0,-9.492
12883,0.0,-0.181
12884,0.875,5.779
12885,0.0,-3.661
12886,0.0,-5.297
12887,0.052,2.537
12888,0.0,-2.483
12889,0.0,-1.804
12890,0.0,0.495
12891,0.0,-9.377
12892,0.993,3.177
12893,1.0,7.515
12894,0.917,1.791
12895,0.505,0.507
12896,0.387,1.489
12897,0.0,-4.046
12898,1.0,5.799
12899,1.0,6.317
12900,0.885,1.108
12901,0.835,0.079
12902,0.897,3.82
12903,0.0,-10.638
12904,0.0,-3.579
12905,0.0,0.122
12906,0.0,-6.548
12907,0.0,-3.296
12908,0.0,-0.399
12909,0.0,-11.459
12910,0.0,-0.942
12911,0.008,2.52
12912,0.0,-0.541
12913,0.0,-5.302
12914,0.0,-2.608
12915,0.0,-7.228
12916,1.0,6.81
12917,1.0,4.651
12918,0.0,-0.079
12919,0.0,-2.193
12920,0.078,3.682
12921,0.0,-1.843
12922,1.0,4.701
12923,1.0,4.41
12924,0.995,0.642
12925,1.0,5.256
12926,1.0,5.718
12927,0.0,-5.648
12928,0.0,-3.216
12929,0.88,5.798
12930,0.0,-13.277
12931,0.889,1.798
12932,1.0,5.752
12933,1.0,3.259
12934,1.0,2.964
12935,1.0,6.926
12936,0.019,0.367
12937,0.004,0.299
12938,0.008,1.595
12939,0.0,-4.822
12940,0.001,0.378
12941,0.0,0.133
12942,0.0,-5.242
12943,0.0,-4.946
12944,0.0,-1.109
12945,0.0,-7.294
12946,0.0,-4.487
12947,0.0,-0.648
12948,0.0,-2.19
12949,0.0,-2.873
12950,0.0,-0.143
12951,0.0,-5.723
12952,0.0,-7.27
12953,0.0,-1.844
12954,0.0,-8.048
12955,0.0,-0.88
12956,0.0,0.117
12957,0.0,-1.351
12958,0.0,-7.011
12959,0.0,-0.928
12960,0.0,-5.752
12961,0.0,-4.29
12962,0.0,-4.027
12963,0.0,-5.9
12964,0.0,-1.462
12965,0.0,-1.325
12966,0.0,-6.97
12967,0.0,-2.465
12968,0.009,1.813
12969,0.0,-7.58
12970,0.988,3.666
12971,0.99,4.548
12972,0.0,-6.11
12973,0.0,-1.041
12974,0.037,2.395
12975,0.0,-20.0
12976,0.0,-7.699
12977,0.145,3.09
12978,0.0,-2.11
12979,1.0,5.279
12980,1.0,7.347
12981,0.0,-20.0
12982,0.0,-0.188
12983,0.958,7.466
12984,0.0,-20.0
12985,0.0,-0.438
12986,0.004,1.53
12987,0.0,-6.344
12988,0.0,-3.415
12989,0.958,7.466
12990,0.0,-2.809
12991,1.0,7.46
12992,1.0,7.362
12993,0.0,-7.109
12994,1.0,4.451
12995,0.999,4.515
12996,0.0,-3.856
12997,0.0,0.239
12998,0.025,3.011
12999,0.0,-7.315
13000,1.0,6.255
13001,1.0,9.29
13002,0.0,-5.206
13003,1.0,8.666
13004,1.0,6.83
13005,1.0,2.691
13006,1.0,4.655
13007,1.0,7.362
13008,0.0,-10.074
13009,1.0,6.231
13010,1.0,5.654
13011,0.0,-6.969
13012,1.0,7.362
13013,1.0,8.666
13014,1.0,3.972
13015,1.0,3.817
13016,1.0,7.466
13017,0.0,-4.771
13018,1.0,3.094
13019,1.0,7.328
13020,0.0,-11.454
13021,0.902,1.877
13022,0.996,7.466
13023,0.0,-11.958
13024,0.999,4.328
13025,1.0,8.666
13026,0.016,-0.84
13027,1.0,5.665
13028,1.0,5.658
13029,0.0,-7.935
13030,1.0,5.725
13031,1.0,9.29
13032,1.0,2.245
13033,1.0,1.508
13034,1.0,4.656
13035,0.0,-20.0
13036,0.999,4.455
13037,1.0,7.362
13038,0.0,-7.235
13039,0.989,2.552
13040,0.991,4.559
13041,0.0,-10.961
13042,1.0,7.459
13043,1.0,5.646
13044,0.0,-8.951
13045,1.0,6.866
13046,1.0,5.749
13047,1.0,3.336
13048,1.0,7.459
13049,1.0,8.662
13050,1.0,1.462
13051,1.0,7.459
13052,1.0,9.286
13053,0.0,-3.87
13054,1.0,7.359
13055,1.0,7.359
13056,0.0,-20.0
13057,1.0,6.887
13058,1.0,5.653
13059,0.0,-11.546
13060,1.0,7.362
13061,1.0,5.66
13062,0.0,-11.2
13063,1.0,6.238
13064,1.0,5.734
13065,0.0,-8.962
13066,1.0,7.466
13067,1.0,7.362
13068,0.081,-0.632
13069,1.0,7.455
13070,1.0,5.654
13071,0.0,-1.823
13072,0.006,0.18
13073,1.0,7.466
13074,1.0,3.848
13075,1.0,1.108
13076,1.0,5.752
13077,0.0,-20.0
13078,1.0,7.362
13079,1.0,8.666
13080,0.869,0.01
13081,1.0,7.466
13082,1.0,5.652
13083,0.0,-9.464
13084,1.0,6.867
13085,1.0,6.246
13086,0.395,-0.219
13087,1.0,5.652
13088,1.0,7.362
13089,0.0,-8.714
13090,1.0,5.703
13091,1.0,5.743
13092,1.0,1.3
13093,1.0,9.29
13094,1.0,5.764
13095,0.0,-20.0
13096,1.0,4.436
13097,1.0,5.733
13098,0.0,-4.661
13099,1.0,9.29
13100,1.0,7.359
13101,0.0,-3.216
13102,1.0,7.455
13103,1.0,9.29
13104,0.0,-7.574
13105,0.081,0.64
13106,0.957,7.4
13107,0.0,-10.45
13108,1.0,7.466
13109,1.0,5.761
13110,0.0,-0.729
13111,0.0,-0.217
13112,0.872,5.759
13113,0.0,-3.658
13114,0.001,0.012
13115,0.958,7.466
13116,0.0,-11.05
13117,0.813,1.814
13118,0.976,5.764
13119,0.0,-2.26
13120,0.997,3.714
13121,1.0,5.265
13122,0.0,-14.436
13123,0.067,0.947
13124,0.126,2.745
13125,0.0,-4.039
13126,0.0,-0.705
13127,0.002,1.872
13128,0.0,-0.612
13129,0.99,4.57
13130,0.989,3.681
13131,0.0,-20.0
13132,0.0,-7.365
13133,0.854,5.678
13134,0.0,-6.65
13135,0.0,-1.43
13136,0.01,1.891
13137,0.0,-1.318
13138,0.0,-0.079
13139,0.0,1.395
13140,0.0,-1.612
13141,0.0,-0.265
13142,0.0,0.049
13143,0.0,-7.857
13144,0.992,5.329
13145,0.986,3.232
13146,0.0,-2.223
13147,0.0,-2.098
13148,0.0,-0.154
13149,0.0,-4.954
13150,0.0,-0.727
13151,0.0,-1.155
13152,0.0,-8.406
13153,0.0,-0.193
13154,0.0,-0.475
13155,0.0,-5.443
13156,0.0,-0.175
13157,0.0,1.031
13158,0.0,-1.169
13159,0.005,2.338
13160,0.0,-0.065
13161,0.0,-14.23
13162,0.0,-8.989
13163,0.0,-1.641
13164,0.0,-7.269
13165,0.0,0.186
13166,0.0,-0.803
13167,0.0,-7.243
13168,0.056,0.529
13169,0.956,7.4
13170,0.0,-3.859
13171,1.0,5.688
13172,1.0,4.282
13173,0.0,-3.496
13174,0.0,-4.126
13175,0.858,5.696
13176,0.001,-1.425
13177,1.0,9.204
13178,1.0,9.204
13179,0.0,-13.574
13180,1.0,5.093
13181,1.0,5.561
13182,0.0,-12.523
13183,0.0,-0.334
13184,0.503,3.736
13185,0.0,-15.477
13186,0.999,4.405
13187,1.0,7.296
13188,0.0,-8.361
13189,1.0,6.748
13190,1.0,7.296
13191,0.0,-9.879
13192,0.0,-4.288
13193,0.868,5.701
13194,0.057,-0.591
13195,1.0,7.4
13196,1.0,5.583
13197,0.0,-3.102
13198,0.064,0.934
13199,0.26,4.513
13200,0.0,-5.174
13201,1.0,5.169
13202,1.0,7.296
13203,0.0,-6.871
13204,0.0,-0.0
13205,0.001,1.244
13206,0.0,-5.48
13207,1.0,7.4
13208,1.0,9.204
13209,0.0,-3.794
13210,1.0,7.387
13211,1.0,7.296
13212,0.0,-11.326
13213,0.0,-0.285
13214,0.62,4.556
13215,0.0,-10.988
13216,1.0,6.746
13217,1.0,5.568
13218,0.0,-4.354
13219,1.0,7.296
13220,1.0,5.577
13221,1.0,1.314
13222,1.0,8.587
13223,1.0,8.587
13224,0.0,-2.943
13225,1.0,9.204
13226,1.0,8.587
13227,0.0,-2.338
13228,1.0,5.475
13229,1.0,5.701
13230,0.0,-4.362
13231,1.0,6.811
13232,1.0,8.587
13233,1.0,2.689
13234,1.0,8.587
13235,1.0,6.805
13236,1.0,1.76
13237,1.0,6.744
13238,1.0,3.692
13239,0.0,-5.26
13240,0.0,-0.543
13241,0.953,7.4
13242,0.0,-10.688
13243,1.0,9.204
13244,1.0,5.592
13245,0.0,-8.405
13246,1.0,5.696
13247,1.0,5.689
13248,0.05,-0.612
13249,1.0,7.4
13250,1.0,7.296
13251,0.0,-20.0
13252,1.0,8.587
13253,1.0,4.506
13254,0.0,-7.827
13255,1.0,7.4
13256,1.0,7.296
13257,0.0,-5.89
13258,1.0,6.804
13259,1.0,7.305
13260,0.0,-2.994
13261,1.0,7.234
13262,1.0,8.509
13263,0.361,0.715
13264,0.307,-0.009
13265,0.964,7.337
13266,0.0,-2.837
13267,1.0,9.12
13268,1.0,7.362
13269,0.0,-5.742
13270,0.02,0.341
13271,0.954,7.4
13272,0.0,-6.295
13273,1.0,8.587
13274,1.0,5.762
13275,1.0,2.698
13276,1.0,5.654
13277,1.0,7.41
13278,0.997,0.702
13279,1.0,5.238
13280,0.996,2.505
13281,0.0,-12.878
13282,0.462,1.474
13283,0.73,5.654
13284,0.0,-11.827
13285,0.468,1.266
13286,0.992,7.466
13287,0.0,-4.115
13288,1.0,7.463
13289,1.0,9.29
13290,0.0,-5.225
13291,0.808,1.688
13292,0.992,7.466
13293,0.0,-8.225
13294,0.997,3.97
13295,0.999,5.716
13296,0.0,-4.13
13297,0.999,4.566
13298,1.0,5.385
13299,0.619,-0.065
13300,1.0,4.532
13301,1.0,7.296
13302,0.0,-20.0
13303,0.0,-0.926
13304,0.557,5.596
13305,0.0,-0.217
13306,0.0,-1.852
13307,0.684,4.668
13308,0.046,-0.592
13309,1.0,6.223
13310,1.0,5.654
13311,0.0,-5.517
13312,1.0,3.808
13313,1.0,5.749
13314,0.0,-2.427
13315,0.004,0.181
13316,0.667,4.661
13317,0.0,-20.0
13318,1.0,7.362
13319,1.0,8.666
13320,0.063,-0.537
13321,1.0,8.666
13322,1.0,7.466
13323,0.0,-1.585
13324,1.0,4.549
13325,1.0,4.935
13326,0.0,-1.874
13327,0.998,6.878
13328,0.99,3.0
13329,0.0,-10.953
13330,1.0,5.654
13331,1.0,8.666
13332,0.011,-0.891
13333,1.0,6.226
13334,1.0,7.362
13335,0.0,-10.917
13336,1.0,7.466
13337,1.0,7.466
13338,0.448,-0.192
13339,1.0,7.466
13340,1.0,7.466
13341,0.0,-2.614
13342,1.0,8.666
13343,1.0,8.666
13344,1.0,2.737
13345,1.0,9.29
13346,1.0,5.652
13347,0.0,-15.955
13348,1.0,5.714
13349,1.0,5.752
13350,0.0,-0.066
13351,0.0,-2.275
13352,0.867,5.736
13353,0.0,-2.297
13354,1.0,5.759
13355,1.0,7.466
13356,0.0,-2.607
13357,0.0,-1.817
13358,0.668,4.647
13359,0.023,-0.76
13360,1.0,7.466
13361,1.0,6.227
13362,0.153,-0.398
13363,1.0,3.772
13364,1.0,5.654
13365,0.0,-20.0
13366,1.0,9.286
13367,1.0,9.29
13368,0.0,-12.106
13369,0.737,2.877
13370,0.711,2.287
13371,0.0,-8.301
13372,0.998,3.951
13373,1.0,7.466
13374,0.0,-3.88
13375,1.0,8.666
13376,1.0,5.749
13377,0.0,-4.29
13378,1.0,4.559
13379,1.0,8.666
13380,0.0,-2.347
13381,0.834,6.869
13382,0.0,-0.999
13383,0.0,-0.173
13384,0.004,0.112
13385,0.872,5.758
13386,0.0,-4.862
13387,0.134,2.722
13388,0.127,2.121
13389,0.0,-8.504
13390,0.102,0.471
13391,0.698,5.751
13392,0.0,-4.68
13393,1.0,6.214
13394,1.0,8.666
13395,0.807,0.071
13396,1.0,5.643
13397,1.0,8.666
13398,1.0,1.226
13399,1.0,9.29
13400,1.0,6.854
13401,0.002,-1.224
13402,1.0,6.875
13403,1.0,7.466
13404,0.0,-2.386
13405,0.997,3.681
13406,1.0,7.113
13407,0.929,0.088
13408,1.0,8.666
13409,1.0,6.753
13410,0.976,0.333
13411,1.0,5.351
13412,1.0,5.743
13413,0.992,0.518
13414,1.0,7.508
13415,1.0,9.29
13416,0.0,-9.115
13417,0.982,1.859
13418,0.996,4.336
13419,0.0,-14.155
13420,0.0,-1.208
13421,0.862,5.716
13422,0.0,-5.173
13423,0.0,-0.052
13424,0.0,-0.01
13425,0.0,-2.814
13426,0.821,2.68
13427,0.834,3.756
13428,0.02,0.433
13429,0.0,-5.759
13430,0.0,-0.636
13431,0.0,-20.0
13432,0.0,-4.56
13433,0.471,4.4
13434,0.0,-6.664
13435,1.0,5.596
13436,1.0,7.296
13437,0.0,-4.901
13438,0.004,0.151
13439,0.293,3.684
13440,0.0,-5.218
13441,1.0,6.794
13442,1.0,5.545
13443,0.0,-6.931
13444,0.002,0.203
13445,0.07,3.607
13446,0.0,-8.245
13447,0.001,-0.059
13448,0.426,5.456
13449,0.0,-10.98
13450,0.025,0.855
13451,0.038,1.978
13452,0.0,-4.567
13453,0.0,-1.649
13454,0.851,5.67
13455,0.0,-6.182
