POS,LOCUS,BIOTYPE
13886,MT-ND5,protein_coding
13887,MT-ND5,protein_coding
13888,MT-ND5,protein_coding
13889,MT-ND5,protein_coding
13890,MT-ND5,protein_coding
13891,MT-ND5,protein_coding
13892,MT-ND5,protein_coding
13893,MT-ND5,protein_coding
13894,MT-ND5,protein_coding
13895,MT-ND5,protein_coding
13896,MT-ND5,protein_coding
13897,MT-ND5,protein_coding
13898,MT-ND5,protein_coding
13899,MT-ND5,protein_coding
13900,MT-ND5,protein_coding
13901,MT-ND5,protein_coding
13902,MT-ND5,protein_coding
13903,MT-ND5,protein_coding
13904,MT-ND5,protein_coding
13905,MT-ND5,protein_coding
13906,MT-ND5,protein_coding
13907,MT-ND5,protein_coding
13908,MT-ND5,protein_coding
13909,MT-ND5,protein_coding
13910,MT-ND5,protein_coding
13911,MT-ND5,protein_coding
13912,MT-ND5,protein_coding
13913,MT-ND5,protein_coding
13914,MT-ND5,protein_coding
13915,MT-ND5,protein_coding
13916,MT-ND5,protein_coding
13917,MT-ND5,protein_coding
13918,MT-ND5,protein_coding
13919,MT-ND5,protein_coding
13920,MT-ND5,protein_coding
13921,MT-ND5,protein_coding
13922,MT-ND5,protein_coding
13923,MT-ND5,protein_coding
13924,MT-ND5,protein_coding
13925,MT-ND5,protein_coding
13926,MT-ND5,protein_coding
13927,MT-ND5,protein_coding
13928,MT-ND5,protein_coding
13929,MT-ND5,protein_coding
13930,MT-ND5,protein_coding
13931,MT-ND5,protein_coding
13932,MT-ND5,protein_coding
13933,MT-ND5,protein_coding
13934,MT-ND5,protein_coding
13935,MT-ND5,protein_coding
13936,MT-ND5,protein_coding
13937,MT-ND5,protein_coding
13938,MT-ND5,protein_coding
13939,MT-ND5,protein_coding
13940,MT-ND5,protein_coding
13941,MT-ND5,protein_coding
13942,MT-ND5,protein_coding
13943,MT-ND5,protein_coding
13944,MT-ND5,protein_coding
13945,MT-ND5,protein_coding
13946,MT-ND5,protein_coding
13947,MT-ND5,protein_coding
13948,MT-ND5,protein_coding
13949,MT-ND5,protein_coding
13950,MT-ND5,protein_coding
13951,MT-ND5,protein_coding
13952,MT-ND5,protein_coding
13953,MT-ND5,protein_coding
13954,MT-ND5,protein_coding
13955,MT-ND5,protein_coding
13956,MT-ND5,protein_coding
13957,MT-ND5,protein_coding
13958,MT-ND5,protein_coding
13959,MT-ND5,protein_coding
13960,MT-ND5,protein_coding
13961,MT-ND5,protein_coding
13962,MT-ND5,protein_coding
13963,MT-ND5,protein_coding
13964,MT-ND5,protein_coding
13965,MT-ND5,protein_coding
13966,MT-ND5,protein_coding
13967,MT-ND5,protein_coding
13968,MT-ND5,protein_coding
13969,MT-ND5,protein_coding
13970,MT-ND5,protein_coding
13971,MT-ND5,protein_coding
13972,MT-ND5,protein_coding
13973,MT-ND5,protein_coding
13974,MT-ND5,protein_coding
13975,MT-ND5,protein_coding
13976,MT-ND5,protein_coding
13977,MT-ND5,protein_coding
13978,MT-ND5,protein_coding
13979,MT-ND5,protein_coding
13980,MT-ND5,protein_coding
13981,MT-ND5,protein_coding
13982,MT-ND5,protein_coding
13983,MT-ND5,protein_coding
13984,MT-ND5,protein_coding
13985,MT-ND5,protein_coding
13986,MT-ND5,protein_coding
13987,MT-ND5,protein_coding
13988,MT-ND5,protein_coding
13989,MT-ND5,protein_coding
13990,MT-ND5,protein_coding
13991,MT-ND5,protein_coding
13992,MT-ND5,protein_coding
13993,MT-ND5,protein_coding
13994,MT-ND5,protein_coding
13995,MT-ND5,protein_coding
13996,MT-ND5,protein_coding
13997,MT-ND5,protein_coding
13998,MT-ND5,protein_coding
13999,MT-ND5,protein_coding
14000,MT-ND5,protein_coding
14001,MT-ND5,protein_coding
14002,MT-ND5,protein_coding
14003,MT-ND5,protein_coding
14004,MT-ND5,protein_coding
14005,MT-ND5,protein_coding
14006,MT-ND5,protein_coding
14007,MT-ND5,protein_coding
14008,MT-ND5,protein_coding
14009,MT-ND5,protein_coding
14010,MT-ND5,protein_coding
14011,MT-ND5,protein_coding
14012,MT-ND5,protein_coding
14013,MT-ND5,protein_coding
14014,MT-ND5,protein_coding
14015,MT-ND5,protein_coding
14016,MT-ND5,protein_coding
14017,MT-ND5,protein_coding
14018,MT-ND5,protein_coding
14019,MT-ND5,protein_coding
14020,MT-ND5,protein_coding
14021,MT-ND5,protein_coding
14022,MT-ND5,protein_coding
14023,MT-ND5,protein_coding
14024,MT-ND5,protein_coding
14025,MT-ND5,protein_coding
14026,MT-ND5,protein_coding
14027,MT-ND5,protein_coding
14028,MT-ND5,protein_coding
14029,MT-ND5,protein_coding
14030,MT-ND5,protein_coding
14031,MT-ND5,protein_coding
14032,MT-ND5,protein_coding
14033,MT-ND5,protein_coding
14034,MT-ND5,protein_coding
14035,MT-ND5,protein_coding
14036,MT-ND5,protein_coding
14037,MT-ND5,protein_coding
14038,MT-ND5,protein_coding
14039,MT-ND5,protein_coding
14040,MT-ND5,protein_coding
14041,MT-ND5,protein_coding
14042,MT-ND5,protein_coding
14043,MT-ND5,protein_coding
14044,MT-ND5,protein_coding
14045,MT-ND5,protein_coding
14046,MT-ND5,protein_coding
14047,MT-ND5,protein_coding
14048,MT-ND5,protein_coding
14049,MT-ND5,protein_coding
14050,MT-ND5,protein_coding
14051,MT-ND5,protein_coding
14052,MT-ND5,protein_coding
14053,MT-ND5,protein_coding
14054,MT-ND5,protein_coding
14055,MT-ND5,protein_coding
14056,MT-ND5,protein_coding
14057,MT-ND5,protein_coding
14058,MT-ND5,protein_coding
14059,MT-ND5,protein_coding
14060,MT-ND5,protein_coding
14061,MT-ND5,protein_coding
14062,MT-ND5,protein_coding
14063,MT-ND5,protein_coding
14064,MT-ND5,protein_coding
14065,MT-ND5,protein_coding
14066,MT-ND5,protein_coding
14067,MT-ND5,protein_coding
14068,MT-ND5,protein_coding
14069,MT-ND5,protein_coding
14070,MT-ND5,protein_coding
14071,MT-ND5,protein_coding
14072,MT-ND5,protein_coding
14073,MT-ND5,protein_coding
14074,MT-ND5,protein_coding
14075,MT-ND5,protein_coding
14076,MT-ND5,protein_coding
14077,MT-ND5,protein_coding
14078,MT-ND5,protein_coding
14079,MT-ND5,protein_coding
14080,MT-ND5,protein_coding
14081,MT-ND5,protein_coding
14082,MT-ND5,protein_coding
14083,MT-ND5,protein_coding
14084,MT-ND5,protein_coding
14085,MT-ND5,protein_coding
14086,MT-ND5,protein_coding
14087,MT-ND5,protein_coding
14088,MT-ND5,protein_coding
14089,MT-ND5,protein_coding
14090,MT-ND5,protein_coding
14091,MT-ND5,protein_coding
14092,MT-ND5,protein_coding
14093,MT-ND5,protein_coding
14094,MT-ND5,protein_coding
14095,MT-ND5,protein_coding
14096,MT-ND5,protein_coding
14097,MT-ND5,protein_coding
14098,MT-ND5,protein_coding
14099,MT-ND5,protein_coding
14100,MT-ND5,protein_coding
14101,MT-ND5,protein_coding
14102,MT-ND5,protein_coding
14103,MT-ND5,protein_coding
14104,MT-ND5,protein_coding
14105,MT-ND5,protein_coding
14106,MT-ND5,protein_coding
14107,MT-ND5,protein_coding
14108,MT-ND5,protein_coding
14109,MT-ND5,protein_coding
14110,MT-ND5,protein_coding
14111,MT-ND5,protein_coding
14112,MT-ND5,protein_coding
14113,MT-ND5,protein_coding
14114,MT-ND5,protein_coding
14115,MT-ND5,protein_coding
14116,MT-ND5,protein_coding
14117,MT-ND5,protein_coding
14118,MT-ND5,protein_coding
14119,MT-ND5,protein_coding
14120,MT-ND5,protein_coding
14121,MT-ND5,protein_coding
14122,MT-ND5,protein_coding
14123,MT-ND5,protein_coding
14124,MT-ND5,protein_coding
14125,MT-ND5,protein_coding
14126,MT-ND5,protein_coding
14127,MT-ND5,protein_coding
14128,MT-ND5,protein_coding
14129,MT-ND5,protein_coding
14130,MT-ND5,protein_coding
14131,MT-ND5,protein_coding
14132,MT-ND5,protein_coding
14133,MT-ND5,protein_coding
14134,MT-ND5,protein_coding
14135,MT-ND5,protein_coding
14136,MT-ND5,protein_coding
14137,MT-ND5,protein_coding
14138,MT-ND5,protein_coding
14139,MT-ND5,protein_coding
14140,MT-ND5,protein_coding
14141,MT-ND5,protein_coding
14142,MT-ND5,protein_coding
14143,MT-ND5,protein_coding
14144,MT-ND5,protein_coding
14145,MT-ND5,protein_coding
14146,MT-ND5,protein_coding
14147,MT-ND5,protein_coding
14148,MT-ND5,protein_coding
14149,MT-ND6,protein_coding
14150,MT-ND6,protein_coding
14151,MT-ND6,protein_coding
14152,MT-ND6,protein_coding
14153,MT-ND6,protein_coding
14154,MT-ND6,protein_coding
14155,MT-ND6,protein_coding
14156,MT-ND6,protein_coding
14157,MT-ND6,protein_coding
14158,MT-ND6,protein_coding
14159,MT-ND6,protein_coding
14160,MT-ND6,protein_coding
14161,MT-ND6,protein_coding
14162,MT-ND6,protein_coding
14163,MT-ND6,protein_coding
14164,MT-ND6,protein_coding
14165,MT-ND6,protein_coding
14166,MT-ND6,protein_coding
14167,MT-ND6,protein_coding
14168,MT-ND6,protein_coding
14169,MT-ND6,protein_coding
14170,MT-ND6,protein_coding
14171,MT-ND6,protein_coding
14172,MT-ND6,protein_coding
14173,MT-ND6,protein_coding
14174,MT-ND6,protein_coding
14175,MT-ND6,protein_coding
14176,MT-ND6,protein_coding
14177,MT-ND6,protein_coding
14178,MT-ND6,protein_coding
14179,MT-ND6,protein_coding
14180,MT-ND6,protein_coding
14181,MT-ND6,protein_coding
14182,MT-ND6,protein_coding
14183,MT-ND6,protein_coding
14184,MT-ND6,protein_coding
14185,MT-ND6,protein_coding
14186,MT-ND6,protein_coding
14187,MT-ND6,protein_coding
14188,MT-ND6,protein_coding
14189,MT-ND6,protein_coding
14190,MT-ND6,protein_coding
14191,MT-ND6,protein_coding
14192,MT-ND6,protein_coding
14193,MT-ND6,protein_coding
14194,MT-ND6,protein_coding
14195,MT-ND6,protein_coding
14196,MT-ND6,protein_coding
14197,MT-ND6,protein_coding
14198,MT-ND6,protein_coding
14199,MT-ND6,protein_coding
14200,MT-ND6,protein_coding
14201,MT-ND6,protein_coding
14202,MT-ND6,protein_coding
14203,MT-ND6,protein_coding
14204,MT-ND6,protein_coding
14205,MT-ND6,protein_coding
14206,MT-ND6,protein_coding
14207,MT-ND6,protein_coding
14208,MT-ND6,protein_coding
14209,MT-ND6,protein_coding
14210,MT-ND6,protein_coding
14211,MT-ND6,protein_coding
14212,MT-ND6,protein_coding
14213,MT-ND6,protein_coding
14214,MT-ND6,protein_coding
14215,MT-ND6,protein_coding
14216,MT-ND6,protein_coding
14217,MT-ND6,protein_coding
14218,MT-ND6,protein_coding
14219,MT-ND6,protein_coding
14220,MT-ND6,protein_coding
14221,MT-ND6,protein_coding
14222,MT-ND6,protein_coding
14223,MT-ND6,protein_coding
14224,MT-ND6,protein_coding
14225,MT-ND6,protein_coding
14226,MT-ND6,protein_coding
14227,MT-ND6,protein_coding
14228,MT-ND6,protein_coding
14229,MT-ND6,protein_coding
14230,MT-ND6,protein_coding
14231,MT-ND6,protein_coding
14232,MT-ND6,protein_coding
14233,MT-ND6,protein_coding
14234,MT-ND6,protein_coding
14235,MT-ND6,protein_coding
14236,MT-ND6,protein_coding
14237,MT-ND6,protein_coding
14238,MT-ND6,protein_coding
14239,MT-ND6,protein_coding
14240,MT-ND6,protein_coding
14241,MT-ND6,protein_coding
14242,MT-ND6,protein_coding
14243,MT-ND6,protein_coding
14244,MT-ND6,protein_coding
14245,MT-ND6,protein_coding
14246,MT-ND6,protein_coding
14247,MT-ND6,protein_coding
14248,MT-ND6,protein_coding
14249,MT-ND6,protein_coding
14250,MT-ND6,protein_coding
14251,MT-ND6,protein_coding
14252,MT-ND6,protein_coding
14253,MT-ND6,protein_coding
14254,MT-ND6,protein_coding
14255,MT-ND6,protein_coding
14256,MT-ND6,protein_coding
14257,MT-ND6,protein_coding
14258,MT-ND6,protein_coding
14259,MT-ND6,protein_coding
14260,MT-ND6,protein_coding
14261,MT-ND6,protein_coding
14262,MT-ND6,protein_coding
14263,MT-ND6,protein_coding
14264,MT-ND6,protein_coding
14265,MT-ND6,protein_coding
14266,MT-ND6,protein_coding
14267,MT-ND6,protein_coding
14268,MT-ND6,protein_coding
14269,MT-ND6,protein_coding
14270,MT-ND6,protein_coding
14271,MT-ND6,protein_coding
14272,MT-ND6,protein_coding
14273,MT-ND6,protein_coding
14274,MT-ND6,protein_coding
14275,MT-ND6,protein_coding
14276,MT-ND6,protein_coding
14277,MT-ND6,protein_coding
14278,MT-ND6,protein_coding
14279,MT-ND6,protein_coding
14280,MT-ND6,protein_coding
14281,MT-ND6,protein_coding
14282,MT-ND6,protein_coding
14283,MT-ND6,protein_coding
14284,MT-ND6,protein_coding
14285,MT-ND6,protein_coding
14286,MT-ND6,protein_coding
14287,MT-ND6,protein_coding
14288,MT-ND6,protein_coding
14289,MT-ND6,protein_coding
14290,MT-ND6,protein_coding
14291,MT-ND6,protein_coding
14292,MT-ND6,protein_coding
14293,MT-ND6,protein_coding
14294,MT-ND6,protein_coding
14295,MT-ND6,protein_coding
14296,MT-ND6,protein_coding
14297,MT-ND6,protein_coding
14298,MT-ND6,protein_coding
14299,MT-ND6,protein_coding
14300,MT-ND6,protein_coding
14301,MT-ND6,protein_coding
14302,MT-ND6,protein_coding
14303,MT-ND6,protein_coding
14304,MT-ND6,protein_coding
14305,MT-ND6,protein_coding
14306,MT-ND6,protein_coding
14307,MT-ND6,protein_coding
14308,MT-ND6,protein_coding
14309,MT-ND6,protein_coding
14310,MT-ND6,protein_coding
14311,MT-ND6,protein_coding
14312,MT-ND6,protein_coding
14313,MT-ND6,protein_coding
14314,MT-ND6,protein_coding
14315,MT-ND6,protein_coding
14316,MT-ND6,protein_coding
14317,MT-ND6,protein_coding
14318,MT-ND6,protein_coding
14319,MT-ND6,protein_coding
14320,MT-ND6,protein_coding
14321,MT-ND6,protein_coding
14322,MT-ND6,protein_coding
14323,MT-ND6,protein_coding
14324,MT-ND6,protein_coding
14325,MT-ND6,protein_coding
14326,MT-ND6,protein_coding
14327,MT-ND6,protein_coding
14328,MT-ND6,protein_coding
14329,MT-ND6,protein_coding
14330,MT-ND6,protein_coding
14331,MT-ND6,protein_coding
14332,MT-ND6,protein_coding
14333,MT-ND6,protein_coding
14334,MT-ND6,protein_coding
14335,MT-ND6,protein_coding
14336,MT-ND6,protein_coding
14337,MT-ND6,protein_coding
14338,MT-ND6,protein_coding
14339,MT-ND6,protein_coding
14340,MT-ND6,protein_coding
14341,MT-ND6,protein_coding
14342,MT-ND6,protein_coding
14343,MT-ND6,protein_coding
14344,MT-ND6,protein_coding
14345,MT-ND6,protein_coding
14346,MT-ND6,protein_coding
14347,MT-ND6,protein_coding
14348,MT-ND6,protein_coding
14349,MT-ND6,protein_coding
14350,MT-ND6,protein_coding
14351,MT-ND6,protein_coding
14352,MT-ND6,protein_coding
14353,MT-ND6,protein_coding
14354,MT-ND6,protein_coding
14355,MT-ND6,protein_coding
14356,MT-ND6,protein_coding
14357,MT-ND6,protein_coding
14358,MT-ND6,protein_coding
14359,MT-ND6,protein_coding
14360,MT-ND6,protein_coding
14361,MT-ND6,protein_coding
14362,MT-ND6,protein_coding
14363,MT-ND6,protein_coding
14364,MT-ND6,protein_coding
14365,MT-ND6,protein_coding
14366,MT-ND6,protein_coding
14367,MT-ND6,protein_coding
14368,MT-ND6,protein_coding
14369,MT-ND6,protein_coding
14370,MT-ND6,protein_coding
14371,MT-ND6,protein_coding
14372,MT-ND6,protein_coding
14373,MT-ND6,protein_coding
14374,MT-ND6,protein_coding
14375,MT-ND6,protein_coding
14376,MT-ND6,protein_coding
14377,MT-ND6,protein_coding
14378,MT-ND6,protein_coding
14379,MT-ND6,protein_coding
14380,MT-ND6,protein_coding
14381,MT-ND6,protein_coding
14382,MT-ND6,protein_coding
14383,MT-ND6,protein_coding
14384,MT-ND6,protein_coding
14385,MT-ND6,protein_coding
14386,MT-ND6,protein_coding
14387,MT-ND6,protein_coding
14388,MT-ND6,protein_coding
14389,MT-ND6,protein_coding
14390,MT-ND6,protein_coding
14391,MT-ND6,protein_coding
14392,MT-ND6,protein_coding
14393,MT-ND6,protein_coding
14394,MT-ND6,protein_coding
14395,MT-ND6,protein_coding
14396,MT-ND6,protein_coding
14397,MT-ND6,protein_coding
14398,MT-ND6,protein_coding
14399,MT-ND6,protein_coding
14400,MT-ND6,protein_coding
14401,MT-ND6,protein_coding
14402,MT-ND6,protein_coding
14403,MT-ND6,protein_coding
14404,MT-ND6,protein_coding
14405,MT-ND6,protein_coding
14406,MT-ND6,protein_coding
14407,MT-ND6,protein_coding
14408,MT-ND6,protein_coding
14409,MT-ND6,protein_coding
14410,MT-ND6,protein_coding
14411,MT-ND6,protein_coding
14412,MT-ND6,protein_coding
14413,MT-ND6,protein_coding
14414,MT-ND6,protein_coding
14415,MT-ND6,protein_coding
14416,MT-ND6,protein_coding
14417,MT-ND6,protein_coding
14418,MT-ND6,protein_coding
14419,MT-ND6,protein_coding
14420,MT-ND6,protein_coding
14421,MT-ND6,protein_coding
14422,MT-ND6,protein_coding
14423,MT-ND6,protein_coding
14424,MT-ND6,protein_coding
14425,MT-ND6,protein_coding
14426,MT-ND6,protein_coding
14427,MT-ND6,protein_coding
14428,MT-ND6,protein_coding
14429,MT-ND6,protein_coding
14430,MT-ND6,protein_coding
14431,MT-ND6,protein_coding
14432,MT-ND6,protein_coding
14433,MT-ND6,protein_coding
14434,MT-ND6,protein_coding
14435,MT-ND6,protein_coding
14436,MT-ND6,protein_coding
14437,MT-ND6,protein_coding
14438,MT-ND6,protein_coding
14439,MT-ND6,protein_coding
14440,MT-ND6,protein_coding
14441,MT-ND6,protein_coding
14442,MT-ND6,protein_coding
14443,MT-ND6,protein_coding
14444,MT-ND6,protein_coding
14445,MT-ND6,protein_coding
14446,MT-ND6,protein_coding
14447,MT-ND6,protein_coding
14448,MT-ND6,protein_coding
14449,MT-ND6,protein_coding
14450,MT-ND6,protein_coding
14451,MT-ND6,protein_coding
14452,MT-ND6,protein_coding
14453,MT-ND6,protein_coding
14454,MT-ND6,protein_coding
14455,MT-ND6,protein_coding
14456,MT-ND6,protein_coding
14457,MT-ND6,protein_coding
14458,MT-ND6,protein_coding
14459,MT-ND6,protein_coding
14460,MT-ND6,protein_coding
14461,MT-ND6,protein_coding
14462,MT-ND6,protein_coding
14463,MT-ND6,protein_coding
14464,MT-ND6,protein_coding
14465,MT-ND6,protein_coding
14466,MT-ND6,protein_coding
14467,MT-ND6,protein_coding
14468,MT-ND6,protein_coding
14469,MT-ND6,protein_coding
14470,MT-ND6,protein_coding
14471,MT-ND6,protein_coding
14472,MT-ND6,protein_coding
14473,MT-ND6,protein_coding
14474,MT-ND6,protein_coding
14475,MT-ND6,protein_coding
14476,MT-ND6,protein_coding
14477,MT-ND6,protein_coding
14478,MT-ND6,protein_coding
14479,MT-ND6,protein_coding
14480,MT-ND6,protein_coding
14481,MT-ND6,protein_coding
14482,MT-ND6,protein_coding
14483,MT-ND6,protein_coding
14484,MT-ND6,protein_coding
14485,MT-ND6,protein_coding
14486,MT-ND6,protein_coding
14487,MT-ND6,protein_coding
14488,MT-ND6,protein_coding
14489,MT-ND6,protein_coding
14490,MT-ND6,protein_coding
14491,MT-ND6,protein_coding
14492,MT-ND6,protein_coding
14493,MT-ND6,protein_coding
14494,MT-ND6,protein_coding
14495,MT-ND6,protein_coding
14496,MT-ND6,protein_coding
14497,MT-ND6,protein_coding
14498,MT-ND6,protein_coding
14499,MT-ND6,protein_coding
14500,MT-ND6,protein_coding
14501,MT-ND6,protein_coding
14502,MT-ND6,protein_coding
14503,MT-ND6,protein_coding
14504,MT-ND6,protein_coding
14505,MT-ND6,protein_coding
14506,MT-ND6,protein_coding
14507,MT-ND6,protein_coding
14508,MT-ND6,protein_coding
14509,MT-ND6,protein_coding
14510,MT-ND6,protein_coding
14511,MT-ND6,protein_coding
14512,MT-ND6,protein_coding
14513,MT-ND6,protein_coding
14514,MT-ND6,protein_coding
14515,MT-ND6,protein_coding
14516,MT-ND6,protein_coding
14517,MT-ND6,protein_coding
14518,MT-ND6,protein_coding
14519,MT-ND6,protein_coding
14520,MT-ND6,protein_coding
14521,MT-ND6,protein_coding
14522,MT-ND6,protein_coding
14523,MT-ND6,protein_coding
14524,MT-ND6,protein_coding
14525,MT-ND6,protein_coding
14526,MT-ND6,protein_coding
14527,MT-ND6,protein_coding
14528,MT-ND6,protein_coding
14529,MT-ND6,protein_coding
14530,MT-ND6,protein_coding
14531,MT-ND6,protein_coding
14532,MT-ND6,protein_coding
14533,MT-ND6,protein_coding
14534,MT-ND6,protein_coding
14535,MT-ND6,protein_coding
14536,MT-ND6,protein_coding
14537,MT-ND6,protein_coding
14538,MT-ND6,protein_coding
14539,MT-ND6,protein_coding
14540,MT-ND6,protein_coding
14541,MT-ND6,protein_coding
14542,MT-ND6,protein_coding
14543,MT-ND6,protein_coding
14544,MT-ND6,protein_coding
14545,MT-ND6,protein_coding
14546,MT-ND6,protein_coding
14547,MT-ND6,protein_coding
14548,MT-ND6,protein_coding
14549,MT-ND6,protein_coding
14550,MT-ND6,protein_coding
14551,MT-ND6,protein_coding
14552,MT-ND6,protein_coding
14553,MT-ND6,protein_coding
14554,MT-ND6,protein_coding
14555,MT-ND6,protein_coding
14556,MT-ND6,protein_coding
14557,MT-ND6,protein_coding
14558,MT-ND6,protein_coding
14559,MT-ND6,protein_coding
14560,MT-ND6,protein_coding
14561,MT-ND6,protein_coding
14562,MT-ND6,protein_coding
14563,MT-ND6,protein_coding
14564,MT-ND6,protein_coding
14565,MT-ND6,protein_coding
14566,MT-ND6,protein_coding
14567,MT-ND6,protein_coding
14568,MT-ND6,protein_coding
14569,MT-ND6,protein_coding
14570,MT-ND6,protein_coding
14571,MT-ND6,protein_coding
14572,MT-ND6,protein_coding
14573,MT-ND6,protein_coding
14574,MT-ND6,protein_coding
14575,MT-ND6,protein_coding
14576,MT-ND6,protein_coding
14577,MT-ND6,protein_coding
14578,MT-ND6,protein_coding
14579,MT-ND6,protein_coding
14580,MT-ND6,protein_coding
14581,MT-ND6,protein_coding
14582,MT-ND6,protein_coding
14583,MT-ND6,protein_coding
14584,MT-ND6,protein_coding
14585,MT-ND6,protein_coding
14586,MT-ND6,protein_coding
14587,MT-ND6,protein_coding
14588,MT-ND6,protein_coding
14589,MT-ND6,protein_coding
14590,MT-ND6,protein_coding
14591,MT-ND6,protein_coding
14592,MT-ND6,protein_coding
14593,MT-ND6,protein_coding
14594,MT-ND6,protein_coding
14595,MT-ND6,protein_coding
14596,MT-ND6,protein_coding
14597,MT-ND6,protein_coding
14598,MT-ND6,protein_coding
14599,MT-ND6,protein_coding
14600,MT-ND6,protein_coding
14601,MT-ND6,protein_coding
14602,MT-ND6,protein_coding
14603,MT-ND6,protein_coding
14604,MT-ND6,protein_coding
14605,MT-ND6,protein_coding
14606,MT-ND6,protein_coding
14607,MT-ND6,protein_coding
14608,MT-ND6,protein_coding
14609,MT-ND6,protein_coding
14610,MT-ND6,protein_coding
14611,MT-ND6,protein_coding
14612,MT-ND6,protein_coding
14613,MT-ND6,protein_coding
14614,MT-ND6,protein_coding
14615,MT-ND6,protein_coding
14616,MT-ND6,protein_coding
14617,MT-ND6,protein_coding
14618,MT-ND6,protein_coding
14619,MT-ND6,protein_coding
14620,MT-ND6,protein_coding
14621,MT-ND6,protein_coding
14622,MT-ND6,protein_coding
14623,MT-ND6,protein_coding
14624,MT-ND6,protein_coding
14625,MT-ND6,protein_coding
14626,MT-ND6,protein_coding
14627,MT-ND6,protein_coding
14628,MT-ND6,protein_coding
14629,MT-ND6,protein_coding
14630,MT-ND6,protein_coding
14631,MT-ND6,protein_coding
14632,MT-ND6,protein_coding
14633,MT-ND6,protein_coding
14634,MT-ND6,protein_coding
14635,MT-ND6,protein_coding
14636,MT-ND6,protein_coding
14637,MT-ND6,protein_coding
14638,MT-ND6,protein_coding
14639,MT-ND6,protein_coding
14640,MT-ND6,protein_coding
14641,MT-ND6,protein_coding
14642,MT-ND6,protein_coding
14643,MT-ND6,protein_coding
14644,MT-ND6,protein_coding
14645,MT-ND6,protein_coding
14646,MT-ND6,protein_coding
14647,MT-ND6,protein_coding
14648,MT-ND6,protein_coding
14649,MT-ND6,protein_coding
14650,MT-ND6,protein_coding
14651,MT-ND6,protein_coding
14652,MT-ND6,protein_coding
14653,MT-ND6,protein_coding
14654,MT-ND6,protein_coding
14655,MT-ND6,protein_coding
14656,MT-ND6,protein_coding
14657,MT-ND6,protein_coding
14658,MT-ND6,protein_coding
14659,MT-ND6,protein_coding
14660,MT-ND6,protein_coding
14661,MT-ND6,protein_coding
14662,MT-ND6,protein_coding
14663,MT-ND6,protein_coding
14664,MT-ND6,protein_coding
14665,MT-ND6,protein_coding
14666,MT-ND6,protein_coding
14667,MT-ND6,protein_coding
14668,MT-ND6,protein_coding
14669,MT-ND6,protein_coding
14670,MT-ND6,protein_coding
14671,MT-ND6,protein_coding
14672,MT-ND6,protein_coding
14673,MT-ND6,protein_coding
14674,MT-TE,tRNA
14675,MT-TE,tRNA
14676,MT-TE,tRNA
14677,MT-TE,tRNA
14678,MT-TE,tRNA
14679,MT-TE,tRNA
14680,MT-TE,tRNA
14681,MT-TE,tRNA
14682,MT-TE,tRNA
14683,MT-TE,tRNA
14684,MT-TE,tRNA
14685,MT-TE,tRNA
14686,MT-TE,tRNA
14687,MT-TE,tRNA
14688,MT-TE,tRNA
14689,MT-TE,tRNA
14690,MT-TE,tRNA
14691,MT-TE,tRNA
14692,MT-TE,tRNA
14693,MT-TE,tRNA
14694,MT-TE,tRNA
14695,MT-TE,tRNA
14696,MT-TE,tRNA
14697,MT-TE,tRNA
14698,MT-TE,tRNA
14699,MT-TE,tRNA
14700,MT-TE,tRNA
14701,MT-TE,tRNA
14702,MT-TE,tRNA
14703,MT-TE,tRNA
14704,MT-TE,tRNA
14705,MT-TE,tRNA
14706,MT-TE,tRNA
14707,MT-TE,tRNA
14708,MT-TE,tRNA
14709,MT-TE,tRNA
14710,MT-TE,tRNA
14711,MT-TE,tRNA
14712,MT-TE,tRNA
14713,MT-TE,tRNA
14714,MT-TE,tRNA
14715,MT-TE,tRNA
14716,MT-TE,tRNA
14717,MT-TE,tRNA
14718,MT-TE,tRNA
14719,MT-TE,tRNA
14720,MT-TE,tRNA
14721,MT-TE,tRNA
14722,MT-TE,tRNA
14723,MT-TE,tRNA
14724,MT-TE,tRNA
14725,MT-TE,tRNA
14726,MT-TE,tRNA
14727,MT-TE,tRNA
14728,MT-TE,tRNA
14729,MT-TE,tRNA
14730,MT-TE,tRNA
14731,MT-TE,tRNA
14732,MT-TE,tRNA
14733,MT-TE,tRNA
14734,MT-TE,tRNA
14735,MT-TE,tRNA
14736,MT-TE,tRNA
14737,MT-TE,tRNA
14738,MT-TE,tRNA
14739,MT-TE,tRNA
14740,MT-TE,tRNA
14741,MT-TE,tRNA
14742,MT-TE,tRNA
14747,MT-CYB,protein_coding
14748,MT-CYB,protein_coding
14749,MT-CYB,protein_coding
14750,MT-CYB,protein_coding
14751,MT-CYB,protein_coding
14752,MT-CYB,protein_coding
14753,MT-CYB,protein_coding
14754,MT-CYB,protein_coding
14755,MT-CYB,protein_coding
14756,MT-CYB,protein_coding
14757,MT-CYB,protein_coding
14758,MT-CYB,protein_coding
14759,MT-CYB,protein_coding
14760,MT-CYB,protein_coding
14761,MT-CYB,protein_coding
14762,MT-CYB,protein_coding
14763,MT-CYB,protein_coding
14764,MT-CYB,protein_coding
14765,MT-CYB,protein_coding
14766,MT-CYB,protein_coding
14767,MT-CYB,protein_coding
14768,MT-CYB,protein_coding
14769,MT-CYB,protein_coding
14770,MT-CYB,protein_coding
14771,MT-CYB,protein_coding
